AverageReturn,TotalSamples,MinimumReturn,Iteration,MaximumReturn
-22.78165684963642,3332,-72.83165490615909,,-0.03368246209085406
-0.7591114133752852,4998,-12.795796075785908,1,-0.02276104570056893
-1.2375486226530075,6664,-27.842516600212498,2,-0.06605988278246444
-0.01785656602970816,8330,-0.02563306989389545,3,-0.011844731205406798
-0.0042774669952002084,9996,-0.005384878743215815,4,-0.0030300619408966077
-0.021190391868482688,11662,-0.04112322922524953,5,-0.013541525845673946
-0.05854827894319566,13328,-0.11706697010751116,6,-0.034251788214311636
-0.006224235711593978,14994,-0.008971894240828478,7,-0.004419624053002287
-62.50380060243066,16660,-102.80735539919097,8,-24.91884489171721
-7.877443472326139,18326,-44.42858512458955,9,-0.038578490393591895
-0.017172751950082398,19992,-0.0226450716220662,10,-0.012382740706538636
-0.05252371759857666,21658,-0.07915112083358519,11,-0.036057346731944544
-0.0030582638110066033,23324,-0.004816096892087973,12,-0.002143115403739712
-0.001763664649784657,24990,-0.0036197433890997853,13,-0.0011341168994393374
-0.4225833848945483,26656,-7.981569599671918,14,-0.03531186431224305
-0.0024769045426156224,28322,-0.0033236948518006316,15,-0.00174803551483751
-1.1473543121601502,29988,-24.595154587190187,16,-0.015753224158546054
-0.041257986766683914,31654,-0.05921480575884329,17,-0.02377972688821641
-0.002686021801143317,33320,-0.003623866469488098,18,-0.0019268842235156919
-0.13239207926581023,34986,-2.2186304499954526,19,-0.030687840222205685
-0.0033743507085145703,36652,-0.0048344067417142806,20,-0.002440569059682707
-0.0018790436159398078,38318,-0.0024248044995390816,21,-0.0014375601266131274
-0.04170689759483012,39984,-0.06059533779969767,22,-0.028838133509132793
-0.018648635536991687,41650,-0.02685910777303897,23,-0.0126019266724985
-0.004747929719635277,43316,-0.011838366266267277,24,-0.0031573448558678847
-0.1330449079336945,44982,-2.6952121412450816,25,-0.017381971441534992
-0.0011596316847819203,46648,-0.0015579039017608659,26,-0.0008338161837895353
-0.03733949468787245,48314,-0.057959929686623474,27,-0.020230032611323102
-0.040414398909927936,49980,-0.057662115449037654,28,-0.026302144774477496
-0.002304011308703705,51646,-0.004120972002095808,29,-0.0014348980829787046
-0.010779643174053331,53312,-0.03339180300041296,30,-0.00627519743142397
-0.0008329674782561726,54978,-0.001086966970028839,31,-0.0006573952910533087
-5.841339177364946,56644,-49.48573327318198,32,-0.08836599521734016
-0.013236079048812974,58310,-0.019501180574409468,33,-0.010447520873161835
-0.0012427934417212315,59976,-0.0017235114686494617,34,-0.0008979432249755269
-0.005332626826602003,61642,-0.007129814365279397,35,-0.003970673793923728
-0.0038894780226388565,63308,-0.0055425925068235335,36,-0.00230077035473308
-17.38935544170635,64974,-81.18652764843682,37,-0.05488416931641928
-0.03206963200628182,66640,-0.045447629446546886,38,-0.020841259399917943
-0.0021648349554736204,68306,-0.007330815967291071,39,-0.0014357777505222106
-0.0009103290027741917,69972,-0.0015519988387265946,40,-0.0007115199874130619
-0.007246390512121177,71638,-0.01175287253440377,41,-0.005433761326735171
-0.0008780878870964616,73304,-0.0013590974685044708,42,-0.0005752870375717285
-0.0035883793939345625,74970,-0.005192307256702237,43,-0.0026088166373672917
-0.0008412758949895402,76636,-0.0012227670973328658,44,-0.0006124839110308084
-0.0025781024947995907,78302,-0.003946007153764198,45,-0.00187996729552325
-0.04193602653480955,79968,-0.39960946037388895,46,-0.014817694504253284
-0.006942601984868906,81634,-0.012909699286357311,47,-0.00423708720776424
-0.002909971247084967,83300,-0.004326664156883663,48,-0.0019414287923805245
-0.005079519760207837,84966,-0.007769117233858954,49,-0.0029186171714262483
-0.0008744857499561556,86632,-0.0012085902489912754,50,-0.0007034853655776339
-0.0008069150209561672,88298,-0.0010139325443673023,51,-0.000574332438937819
-0.015733947024804115,89964,-0.022670508761227438,52,-0.009559208046848325
-0.0009444296371308438,91630,-0.0012279676812767663,53,-0.0006601911284472906
-0.0008738631891347838,93296,-0.0016355637827923106,54,-0.0006344302133422725
-0.001881762317447578,94962,-0.002708555943525652,55,-0.001393619456647204
-0.0015371690392530092,96628,-0.002329481126278649,56,-0.0009795805510690449
-0.0008992116024934082,98294,-0.0018706967374379248,57,-0.0006804707832282825
-0.0008152538553632971,99960,-0.001209395169233872,58,-0.0006320305260119822
-0.0008261184188737183,101626,-0.00105862706859314,59,-0.0006404195124303157
-0.0012770761908160475,103292,-0.0019585945505562682,60,-0.0009303628910749356
-0.0038489922635345964,104958,-0.006447722424861567,61,-0.0023892924021684347
-0.0014508775804119925,106624,-0.0035741765930786475,62,-0.0009156024228076504
-0.0009146571194877151,108290,-0.0021065490788214074,63,-0.0005630650595115919
-0.0024253505477825833,109956,-0.004135778669120255,64,-0.0016058044900676915
-0.001312673956506896,111622,-0.004307504634158978,65,-0.0007464771486104839
-0.0008046211338479887,113288,-0.0010129900425841388,66,-0.0006024122736883442
-0.0008739687701555121,114954,-0.001132450244325132,67,-0.0007063363600559691
-0.0008790689909167279,116620,-0.0012979882673574638,68,-0.0006334770864527343
-0.0008404030327551934,118286,-0.0012666453339231114,69,-0.0006157084633249269
-0.0008546803024039952,119952,-0.0011307147229751078,70,-0.000605714544358764
-0.0025011720312948403,121618,-0.004248084574403403,71,-0.0015634348652825557
-0.0011099011906792152,123284,-0.0022222015528958793,72,-0.0006330707839301336
-0.0010708756091713132,124950,-0.0016283635425420836,73,-0.0006910412764252124
-0.0012411440012869716,126616,-0.0026029730284568148,74,-0.0009034751170020936
-0.0008171023424290925,128282,-0.0011804532409570123,75,-0.0006326791193680134
-0.0008425591817456568,129948,-0.001365152520893536,76,-0.0006259121527847597
-0.0008148017406040984,131614,-0.0010638872696812553,77,-0.0005390574277698009
-0.0008009284982130779,133280,-0.0011168393096417776,78,-0.0005546493669879739
-0.009823000763133851,134946,-0.013112492529942541,79,-0.006339028929405827
